transaction_id,timestamp,amount,hour,customer_age,account_age_days,num_transactions,previous_chargebacks,previous_returns,device_type,payment_method,location,transaction_frequency,failed_payment_attempts,is_new_device,days_since_last_transaction,avg_transaction_amount,merchant_category,is_fraud
TXN-100174,2026-06-26 15:44:50.387296+00:00,93.51,8,34,785,5,0,0,desktop,credit_card,GB-LON,3.4,1,1,0,72.35,travel,0
TXN-100175,2026-06-26 17:50:38.387296+00:00,45.07,7,36,301,5,0,0,tablet,paypal,GB-LON,1.0,1,1,3,39.7,digital_goods,0
TXN-100176,2026-06-26 22:40:53.387296+00:00,101.76,13,36,351,18,0,1,desktop,paypal,US-TX,5.12,4,1,4,95.35,digital_goods,0
TXN-100177,2026-06-27 09:24:52.387296+00:00,83.33,16,55,215,7,0,0,mobile,credit_card,DE-BER,3.48,0,0,3,137.18,travel,0
TXN-100178,2026-06-27 17:30:44.387296+00:00,120.23,11,62,1605,41,0,1,mobile,credit_card,FR-PAR,2.96,1,0,9,67.55,travel,0
TXN-100179,2026-06-28 00:52:56.387296+00:00,119.87,18,24,59,101,0,0,mobile,wallet,FR-PAR,1.27,0,0,6,164.24,grocery,0
TXN-100180,2026-06-28 11:36:29.387296+00:00,92.97,15,65,481,4,0,2,desktop,paypal,US-NY,1.48,0,0,5,47.38,luxury,0
TXN-100181,2026-06-28 13:24:37.387296+00:00,27.13,16,22,65,7,0,1,mobile,debit_card,DE-BER,0.29,0,0,5,50.3,subscriptions,0
TXN-100182,2026-06-28 17:52:37.387296+00:00,26.38,21,26,92,26,0,0,mobile,paypal,US-NY,2.13,1,0,6,43.55,travel,0
TXN-100183,2026-06-28 19:06:29.387296+00:00,36.35,19,66,89,20,0,3,mobile,credit_card,AU-SYD,2.42,1,0,1,58.82,luxury,0
TXN-100184,2026-06-28 21:46:00.387296+00:00,27.41,6,30,132,60,0,2,mobile,credit_card,US-CA,2.32,0,0,1,57.35,grocery,0
TXN-100185,2026-06-29 07:04:13.387296+00:00,21.69,14,30,304,20,0,0,mobile,credit_card,US-NY,4.56,0,0,5,45.14,subscriptions,0
TXN-100186,2026-06-29 17:47:32.387296+00:00,126.82,12,43,49,22,0,2,mobile,wallet,SG-SIN,1.08,0,0,17,60.82,luxury,0
TXN-100187,2026-06-29 20:24:52.387296+00:00,229.66,16,60,111,78,0,0,desktop,credit_card,BR-SAO,4.04,3,0,2,83.12,electronics,0
TXN-100188,2026-06-30 00:12:28.387296+00:00,169.32,9,34,267,50,0,3,mobile,debit_card,GB-LON,1.71,0,0,3,109.72,travel,0
TXN-100189,2026-06-30 05:02:39.387296+00:00,198.67,10,23,407,51,0,0,mobile,debit_card,AU-SYD,1.05,0,0,4,176.89,luxury,0
TXN-100190,2026-06-30 07:21:01.387296+00:00,64.03,15,70,135,45,0,1,desktop,debit_card,SG-SIN,1.19,3,0,2,93.76,travel,0
TXN-100191,2026-06-30 14:55:28.387296+00:00,25.83,13,77,1203,49,0,1,mobile,debit_card,US-TX,1.95,0,1,3,45.34,subscriptions,1
TXN-100192,2026-06-30 15:42:41.387296+00:00,20.12,15,46,139,27,2,0,desktop,credit_card,GB-LON,2.56,0,0,2,21.08,electronics,0
TXN-100193,2026-06-30 16:55:47.387296+00:00,68.86,19,64,355,36,3,0,desktop,paypal,BR-SAO,2.02,0,0,1,57.19,digital_goods,0
TXN-100194,2026-06-30 18:38:31.387296+00:00,37.2,1,46,841,29,0,1,desktop,credit_card,BR-SAO,2.47,1,0,5,57.42,travel,0
TXN-100195,2026-06-30 23:31:07.387296+00:00,15.0,12,74,81,5,0,2,desktop,credit_card,US-TX,3.87,1,0,0,11.19,grocery,0
TXN-100196,2026-07-01 04:17:07.387296+00:00,45.7,13,47,62,12,0,1,mobile,credit_card,FR-PAR,1.08,0,0,6,48.48,electronics,0
TXN-100197,2026-07-01 05:15:07.387296+00:00,33.27,15,63,913,16,0,0,desktop,bank_transfer,US-TX,1.48,0,0,10,50.22,grocery,0
TXN-100198,2026-07-01 05:27:13.387296+00:00,20.05,21,71,116,68,0,1,desktop,bank_transfer,GB-LON,2.47,0,0,12,33.94,travel,0
TXN-100199,2026-07-01 06:22:04.387296+00:00,152.77,20,41,375,12,0,2,mobile,wallet,US-TX,4.27,0,0,3,146.71,travel,0
TXN-100200,2026-07-01 07:38:13.387296+00:00,12.13,4,49,286,15,0,2,mobile,credit_card,US-NY,1.1,0,0,3,34.32,subscriptions,0
TXN-100201,2026-07-01 12:04:14.387296+00:00,37.38,9,28,197,16,1,1,desktop,credit_card,AU-SYD,4.49,0,0,19,49.25,travel,0
TXN-100202,2026-07-01 16:09:41.387296+00:00,68.96,21,74,1207,25,3,1,mobile,debit_card,AU-SYD,3.02,1,0,2,75.17,luxury,0
TXN-100203,2026-07-01 19:20:39.387296+00:00,39.13,14,29,147,5,0,2,desktop,paypal,DE-BER,6.13,0,0,3,29.11,grocery,0
TXN-100204,2026-07-01 21:34:39.387296+00:00,198.68,13,26,89,37,0,3,mobile,debit_card,AU-SYD,3.8,1,0,24,138.91,subscriptions,0
TXN-100205,2026-07-01 23:55:00.387296+00:00,56.43,8,65,119,12,1,1,desktop,credit_card,AU-SYD,3.13,0,0,0,69.22,subscriptions,1
TXN-100206,2026-07-02 02:36:44.387296+00:00,119.53,22,77,261,36,1,1,tablet,paypal,FR-PAR,5.44,1,0,0,92.02,fashion,0
TXN-100207,2026-07-02 06:06:09.387296+00:00,66.29,15,49,297,52,0,0,mobile,debit_card,US-TX,3.26,1,0,1,65.07,digital_goods,0
TXN-100208,2026-07-02 10:04:02.387296+00:00,49.06,7,40,261,9,3,1,desktop,credit_card,US-CA,2.01,2,0,6,33.2,electronics,1
TXN-100209,2026-07-02 11:25:56.387296+00:00,119.6,8,62,20,66,0,0,mobile,debit_card,DE-BER,2.64,0,1,27,43.53,travel,0
TXN-100210,2026-07-02 14:52:07.387296+00:00,93.45,20,29,35,15,0,2,mobile,wallet,AU-SYD,1.03,0,0,9,48.75,subscriptions,0
TXN-100211,2026-07-02 21:14:56.387296+00:00,53.5,19,58,168,13,0,1,mobile,bank_transfer,DE-BER,1.69,0,1,8,47.91,digital_goods,0
TXN-100212,2026-07-02 23:28:04.387296+00:00,43.46,6,67,371,58,0,0,mobile,debit_card,US-CA,0.23,0,0,2,80.54,grocery,0
TXN-100213,2026-07-03 02:38:40.387296+00:00,36.56,8,48,156,91,0,1,desktop,credit_card,US-TX,0.62,3,1,9,97.68,travel,0
TXN-100214,2026-07-03 05:51:59.387296+00:00,106.05,19,71,2507,74,1,1,mobile,bank_transfer,US-TX,2.15,1,1,4,39.49,subscriptions,0
TXN-100215,2026-07-03 13:01:12.387296+00:00,81.39,10,37,87,11,0,0,tablet,paypal,AU-SYD,1.07,0,0,3,82.16,digital_goods,0
TXN-100216,2026-07-04 00:56:09.387296+00:00,11.52,9,25,149,19,0,2,mobile,credit_card,SG-SIN,2.84,0,1,5,14.78,fashion,0
TXN-100217,2026-07-04 03:01:17.387296+00:00,24.76,15,32,47,36,0,1,mobile,credit_card,FR-PAR,2.23,0,0,3,50.97,digital_goods,0
TXN-100218,2026-07-04 03:54:14.387296+00:00,17.85,11,20,122,17,0,2,mobile,credit_card,BR-SAO,2.29,0,0,2,40.32,travel,0
TXN-100219,2026-07-04 06:26:28.387296+00:00,46.72,17,40,321,7,0,0,mobile,debit_card,IN-DEL,5.07,0,0,8,52.97,digital_goods,0
TXN-100220,2026-07-04 12:49:50.387296+00:00,246.63,11,27,346,49,0,0,mobile,credit_card,DE-BER,2.62,0,0,29,114.97,fashion,0
TXN-100221,2026-07-04 18:42:10.387296+00:00,57.09,22,68,1001,27,0,1,desktop,debit_card,DE-BER,2.14,1,0,17,66.11,grocery,0
TXN-100222,2026-07-04 19:16:39.387296+00:00,29.15,7,38,244,41,1,1,desktop,paypal,GB-LON,0.99,0,0,5,29.37,grocery,0
TXN-100223,2026-07-04 21:26:05.387296+00:00,18.35,17,27,146,4,0,1,mobile,credit_card,US-TX,4.06,0,1,14,37.96,digital_goods,0
TXN-100224,2026-07-04 22:01:39.387296+00:00,95.4,19,19,94,23,0,1,mobile,wallet,GB-LON,1.14,0,0,2,103.04,digital_goods,0
TXN-100225,2026-07-05 05:21:37.387296+00:00,44.87,11,64,186,72,0,1,mobile,debit_card,AU-SYD,3.34,0,1,15,23.89,fashion,0
TXN-100226,2026-07-05 19:53:24.387296+00:00,11.52,19,55,118,46,1,0,desktop,debit_card,FR-PAR,0.1,0,0,17,13.96,grocery,0
TXN-100227,2026-07-06 06:49:56.387296+00:00,49.6,22,53,283,13,0,2,mobile,wallet,GB-LON,5.12,1,0,0,50.22,travel,0
TXN-100228,2026-07-06 14:01:17.387296+00:00,38.6,14,59,92,14,0,1,mobile,debit_card,SG-SIN,0.87,0,0,0,49.0,digital_goods,0
TXN-100229,2026-07-06 14:49:09.387296+00:00,11.19,18,69,95,15,0,1,mobile,credit_card,US-CA,9.03,3,0,3,36.97,fashion,0
TXN-100230,2026-07-07 05:53:47.387296+00:00,36.68,14,31,460,38,0,2,mobile,credit_card,BR-SAO,1.6,2,0,1,47.81,digital_goods,0
TXN-100231,2026-07-07 10:44:27.387296+00:00,67.36,14,29,245,37,0,0,desktop,debit_card,IN-DEL,1.48,0,0,6,94.69,travel,0
TXN-100232,2026-07-07 14:06:40.387296+00:00,294.71,17,30,38,60,0,1,mobile,debit_card,DE-BER,0.48,0,1,32,369.3,grocery,0
TXN-100233,2026-07-08 00:39:31.387296+00:00,16.29,14,50,74,22,0,1,desktop,credit_card,IN-DEL,1.6,0,0,1,25.31,grocery,0
TXN-100234,2026-07-08 12:49:24.387296+00:00,60.07,23,34,75,42,0,0,mobile,debit_card,DE-BER,1.37,1,0,8,43.74,digital_goods,0
TXN-100235,2026-07-08 16:52:52.387296+00:00,32.61,6,41,281,31,0,0,tablet,credit_card,FR-PAR,2.9,0,0,1,23.4,fashion,0
TXN-100236,2026-07-08 20:19:07.387296+00:00,20.9,14,77,107,28,0,2,desktop,debit_card,SG-SIN,1.02,0,1,7,49.34,travel,0
TXN-100237,2026-07-08 21:20:07.387296+00:00,42.27,6,56,1068,68,0,0,mobile,debit_card,FR-PAR,5.45,1,0,8,32.73,subscriptions,0
TXN-100238,2026-07-09 00:31:27.387296+00:00,159.3,20,43,11,83,0,0,mobile,debit_card,US-TX,1.75,0,0,3,114.13,luxury,1
TXN-100239,2026-07-09 02:44:15.387296+00:00,86.97,7,18,70,26,0,0,desktop,credit_card,US-NY,1.1,0,0,3,63.48,fashion,0
TXN-100240,2026-07-09 03:54:37.387296+00:00,18.73,9,68,261,10,2,0,mobile,debit_card,SG-SIN,4.82,1,0,5,28.22,grocery,0
TXN-100241,2026-07-09 04:09:06.387296+00:00,95.3,16,34,446,140,1,1,tablet,debit_card,US-TX,2.38,4,0,11,51.15,travel,0
TXN-100242,2026-07-09 04:21:27.387296+00:00,156.68,10,77,12,6,0,0,mobile,paypal,US-NY,2.84,0,1,8,109.72,digital_goods,0
TXN-100243,2026-07-09 05:16:00.387296+00:00,86.57,5,58,674,74,1,1,desktop,debit_card,BR-SAO,4.81,2,0,5,80.42,fashion,0
TXN-100244,2026-07-09 08:53:53.387296+00:00,38.42,12,73,582,4,0,1,mobile,debit_card,IN-DEL,2.66,1,0,5,72.94,luxury,1
TXN-100245,2026-07-09 22:17:51.387296+00:00,325.06,8,38,76,14,0,0,desktop,credit_card,IN-DEL,3.0,0,0,9,195.59,fashion,0
TXN-100246,2026-07-10 01:52:41.387296+00:00,101.34,15,27,339,29,0,1,mobile,credit_card,GB-LON,9.43,0,0,0,66.98,digital_goods,0
TXN-100247,2026-07-10 04:06:29.387296+00:00,18.42,22,55,251,4,0,1,mobile,bank_transfer,US-CA,4.17,0,0,1,25.26,digital_goods,0
TXN-100248,2026-07-10 15:35:23.387296+00:00,82.48,16,60,34,31,0,0,desktop,wallet,BR-SAO,6.2,1,0,0,58.78,luxury,0
TXN-100249,2026-07-10 20:31:19.387296+00:00,22.45,21,52,74,10,0,1,desktop,debit_card,AU-SYD,1.39,0,0,6,34.18,electronics,0
TXN-100250,2026-07-10 22:25:59.387296+00:00,97.9,9,53,240,121,0,0,desktop,credit_card,DE-BER,5.48,0,0,13,36.56,grocery,0
TXN-100251,2026-07-11 01:01:23.387296+00:00,17.58,8,64,237,5,0,0,mobile,credit_card,US-NY,2.56,3,0,9,36.58,grocery,0
TXN-100252,2026-07-11 01:02:59.387296+00:00,219.36,17,47,383,31,0,1,desktop,credit_card,US-NY,0.72,0,0,6,114.63,grocery,1
TXN-100253,2026-07-11 02:57:32.387296+00:00,50.77,19,43,93,11,0,0,desktop,paypal,US-NY,7.25,0,0,13,54.89,digital_goods,0
TXN-100254,2026-07-11 04:32:10.387296+00:00,36.82,20,60,809,32,0,4,desktop,credit_card,GB-LON,5.09,0,0,3,33.41,subscriptions,0
TXN-100255,2026-07-11 05:44:38.387296+00:00,154.93,10,29,372,21,0,1,mobile,debit_card,DE-BER,2.86,0,0,2,101.81,luxury,0
TXN-100256,2026-07-11 06:17:59.387296+00:00,36.96,19,45,541,48,0,0,tablet,credit_card,SG-SIN,1.46,1,0,10,47.05,fashion,0
TXN-100257,2026-07-11 06:57:28.387296+00:00,231.65,11,35,616,11,0,1,mobile,credit_card,SG-SIN,2.16,3,0,7,158.93,fashion,0
TXN-100258,2026-07-11 10:12:27.387296+00:00,26.73,15,27,335,64,0,1,mobile,debit_card,US-CA,0.52,0,0,17,33.17,luxury,0
TXN-100259,2026-07-11 12:56:04.387296+00:00,37.99,19,50,75,37,0,1,desktop,wallet,GB-LON,3.48,0,1,6,44.88,fashion,0
TXN-100260,2026-07-11 22:14:27.387296+00:00,57.65,9,21,110,45,0,1,mobile,credit_card,IN-DEL,2.81,6,0,7,48.65,electronics,0
TXN-100261,2026-07-12 02:27:35.387296+00:00,34.1,20,44,167,35,1,2,mobile,credit_card,SG-SIN,3.55,0,0,3,48.0,digital_goods,0
TXN-100262,2026-07-12 10:10:32.387296+00:00,39.86,20,23,120,52,0,1,mobile,credit_card,AU-SYD,3.54,0,0,1,73.55,travel,0
TXN-100263,2026-07-12 10:32:32.387296+00:00,22.87,8,46,191,248,0,2,mobile,credit_card,US-CA,8.14,0,0,4,38.9,travel,0
TXN-100264,2026-07-12 15:22:26.387296+00:00,25.97,10,28,523,8,0,1,desktop,paypal,AU-SYD,7.09,0,1,15,48.3,grocery,0
TXN-100265,2026-07-12 16:42:50.387296+00:00,16.49,8,51,794,19,0,5,desktop,paypal,US-NY,2.4,0,0,10,46.18,grocery,0
TXN-100266,2026-07-12 22:18:42.387296+00:00,42.11,11,23,1275,11,0,1,mobile,credit_card,SG-SIN,0.78,1,0,6,46.7,luxury,0
TXN-100267,2026-07-13 02:11:47.387296+00:00,61.62,16,41,149,15,0,0,desktop,debit_card,GB-LON,4.08,2,0,17,58.25,travel,0
TXN-100268,2026-07-13 05:16:28.387296+00:00,25.86,7,35,161,23,0,0,desktop,debit_card,BR-SAO,1.79,2,0,1,34.5,subscriptions,0
TXN-100269,2026-07-13 09:01:02.387296+00:00,47.44,11,31,2022,18,0,1,desktop,debit_card,IN-DEL,3.93,0,0,1,62.92,grocery,0
TXN-100270,2026-07-13 09:22:33.387296+00:00,36.31,15,56,301,32,3,3,mobile,credit_card,US-CA,2.38,1,0,9,39.79,grocery,0
TXN-100271,2026-07-13 10:18:04.387296+00:00,224.73,21,29,354,15,0,0,desktop,credit_card,US-TX,3.73,0,0,4,253.69,subscriptions,0
TXN-100272,2026-07-13 11:03:32.387296+00:00,22.72,7,43,255,26,0,2,mobile,credit_card,SG-SIN,4.25,1,1,4,23.61,digital_goods,0
TXN-100273,2026-07-13 11:08:53.387296+00:00,62.67,14,24,226,28,0,0,mobile,credit_card,BR-SAO,1.65,0,0,14,62.02,travel,0
TXN-100274,2026-07-13 12:23:47.387296+00:00,174.83,17,46,380,24,0,0,mobile,credit_card,US-NY,1.03,1,0,0,58.96,digital_goods,0
TXN-100275,2026-07-13 15:52:00.387296+00:00,39.35,22,62,157,10,0,0,mobile,wallet,SG-SIN,0.44,0,1,21,52.64,subscriptions,0
TXN-100276,2026-07-13 16:20:52.387296+00:00,60.37,13,64,583,126,0,2,desktop,credit_card,US-CA,0.99,4,0,20,65.98,electronics,0
TXN-100277,2026-07-13 22:21:28.387296+00:00,28.5,10,65,426,60,0,2,tablet,credit_card,BR-SAO,5.53,1,1,2,40.6,subscriptions,0
TXN-100278,2026-07-14 06:56:56.387296+00:00,61.29,2,29,62,100,0,0,mobile,debit_card,BR-SAO,6.81,1,0,2,61.82,subscriptions,0
TXN-100279,2026-07-14 10:22:47.387296+00:00,25.88,10,73,166,11,0,3,mobile,credit_card,US-NY,1.92,0,0,6,51.8,electronics,0
TXN-100280,2026-07-14 15:47:32.387296+00:00,53.32,17,22,86,9,0,1,mobile,bank_transfer,AU-SYD,3.78,4,0,8,58.54,luxury,0
TXN-100281,2026-07-14 17:29:23.387296+00:00,107.47,9,52,298,24,0,1,mobile,bank_transfer,FR-PAR,2.12,5,0,7,105.05,luxury,0
TXN-100282,2026-07-14 18:23:31.387296+00:00,52.02,0,66,556,37,0,4,desktop,debit_card,DE-BER,4.4,0,0,3,28.43,grocery,0
TXN-100283,2026-07-14 19:17:29.387296+00:00,50.4,12,36,103,4,0,2,mobile,credit_card,IN-DEL,1.11,2,0,17,77.7,travel,0
TXN-100284,2026-07-15 01:41:10.387296+00:00,261.85,9,42,498,40,0,1,mobile,credit_card,US-CA,2.81,0,0,0,133.53,travel,0
TXN-100285,2026-07-15 06:07:14.387296+00:00,21.25,9,41,455,51,2,0,tablet,wallet,GB-LON,1.39,0,0,5,18.35,digital_goods,0
TXN-100286,2026-07-15 06:58:20.387296+00:00,132.58,9,67,165,87,0,2,mobile,credit_card,US-NY,5.21,2,0,2,183.1,electronics,0
TXN-100287,2026-07-15 08:24:29.387296+00:00,28.27,14,27,178,27,0,1,desktop,debit_card,GB-LON,2.39,1,0,3,30.96,travel,0
TXN-100288,2026-07-15 12:59:27.387296+00:00,15.89,17,62,624,24,0,1,mobile,credit_card,US-CA,4.47,1,0,14,35.21,travel,0
TXN-100289,2026-07-15 17:05:45.387296+00:00,73.63,11,60,1628,33,0,1,mobile,debit_card,FR-PAR,1.74,1,0,2,66.78,electronics,0
TXN-100290,2026-07-15 20:15:28.387296+00:00,46.27,23,62,1457,10,0,0,desktop,debit_card,US-TX,2.06,5,0,3,49.11,digital_goods,1
TXN-100291,2026-07-15 22:18:50.387296+00:00,36.91,18,64,792,37,0,0,mobile,bank_transfer,DE-BER,1.33,1,1,3,42.99,electronics,0
TXN-100292,2026-07-16 06:40:01.387296+00:00,402.81,19,64,632,74,0,2,mobile,paypal,GB-LON,3.31,0,0,1,161.07,travel,0
TXN-100293,2026-07-16 06:49:46.387296+00:00,63.24,16,65,165,19,0,2,mobile,wallet,FR-PAR,3.92,1,0,0,99.48,luxury,0
TXN-100294,2026-07-16 09:33:19.387296+00:00,22.28,20,41,4000,17,0,1,desktop,debit_card,US-CA,2.49,0,0,12,24.41,grocery,0
TXN-100295,2026-07-16 11:00:41.387296+00:00,23.73,12,49,285,34,0,2,mobile,debit_card,US-CA,1.11,2,0,2,65.46,luxury,0
TXN-100296,2026-07-16 12:52:54.387296+00:00,29.62,12,24,96,31,0,1,mobile,bank_transfer,DE-BER,1.01,0,0,6,34.74,fashion,0
TXN-100297,2026-07-16 18:36:43.387296+00:00,125.56,19,44,34,51,0,3,tablet,paypal,US-NY,2.37,0,0,20,168.97,grocery,0
TXN-100298,2026-07-17 03:24:52.387296+00:00,63.9,9,35,345,20,0,0,mobile,credit_card,US-NY,1.68,0,1,4,44.39,electronics,0
TXN-100299,2026-07-17 03:32:50.387296+00:00,13.75,19,77,366,239,0,0,desktop,credit_card,FR-PAR,4.71,0,0,7,56.21,fashion,0
TXN-100300,2026-07-17 05:21:20.387296+00:00,124.15,17,73,315,17,0,0,desktop,credit_card,GB-LON,3.21,0,0,0,62.93,subscriptions,0
TXN-100301,2026-07-17 09:15:43.387296+00:00,38.68,4,67,1621,55,0,1,mobile,paypal,AU-SYD,3.71,0,0,7,23.34,luxury,0
TXN-100302,2026-07-17 16:00:43.387296+00:00,144.86,22,29,225,10,0,1,mobile,credit_card,FR-PAR,1.29,0,0,11,117.7,luxury,1
TXN-100303,2026-07-17 17:14:36.387296+00:00,244.81,19,33,540,29,0,1,mobile,credit_card,US-CA,2.45,0,0,10,225.55,subscriptions,0
TXN-100304,2026-07-17 22:13:49.387296+00:00,30.65,9,73,446,5,0,0,mobile,wallet,IN-DEL,7.88,0,0,4,21.61,fashion,0
TXN-100305,2026-07-18 07:00:50.387296+00:00,42.74,18,30,296,65,0,1,mobile,credit_card,BR-SAO,1.05,0,1,1,154.54,electronics,0
TXN-100306,2026-07-18 14:27:52.387296+00:00,54.59,12,61,1177,10,0,2,mobile,debit_card,AU-SYD,1.57,6,0,17,85.13,fashion,0
TXN-100307,2026-07-19 06:37:40.387296+00:00,102.43,15,39,270,24,0,1,tablet,debit_card,SG-SIN,1.4,0,1,1,129.06,subscriptions,0
TXN-100308,2026-07-19 09:45:57.387296+00:00,29.94,16,70,541,18,0,1,tablet,debit_card,US-CA,0.86,1,0,4,40.63,subscriptions,0
TXN-100309,2026-07-19 17:27:54.387296+00:00,22.25,17,54,769,5,0,0,desktop,debit_card,US-CA,8.53,0,1,1,61.49,subscriptions,0
TXN-100310,2026-07-19 18:48:34.387296+00:00,34.38,13,58,87,41,2,0,mobile,credit_card,US-TX,1.87,0,0,3,60.72,subscriptions,0
TXN-100311,2026-07-19 18:54:15.387296+00:00,43.02,16,69,1060,17,0,0,mobile,bank_transfer,DE-BER,2.54,0,0,7,49.5,subscriptions,0
TXN-100312,2026-07-20 08:14:24.387296+00:00,131.86,17,67,100,107,0,2,desktop,credit_card,US-CA,8.02,0,0,10,82.55,fashion,0
TXN-100313,2026-07-20 09:40:09.387296+00:00,90.9,11,28,408,179,0,1,mobile,paypal,SG-SIN,0.6,0,1,6,167.0,electronics,0
TXN-100314,2026-07-20 21:35:07.387296+00:00,106.16,18,43,70,34,0,1,mobile,credit_card,US-NY,3.98,0,0,4,152.04,subscriptions,0
TXN-100315,2026-07-20 23:20:23.387296+00:00,39.0,13,45,123,36,0,0,desktop,credit_card,US-CA,1.1,2,0,4,56.65,subscriptions,0
TXN-100316,2026-07-21 01:01:42.387296+00:00,98.47,22,63,857,62,0,2,mobile,credit_card,IN-DEL,2.02,4,0,2,116.14,digital_goods,0
TXN-100317,2026-07-21 01:22:13.387296+00:00,98.66,20,44,287,6,0,2,mobile,wallet,AU-SYD,2.49,2,0,3,42.3,subscriptions,0
TXN-100318,2026-07-21 03:50:13.387296+00:00,18.41,18,54,592,10,0,1,mobile,debit_card,FR-PAR,2.51,2,0,9,22.89,subscriptions,0
TXN-100319,2026-07-21 04:45:29.387296+00:00,23.25,18,49,43,6,0,0,desktop,credit_card,US-NY,2.48,1,0,9,28.25,subscriptions,0
TXN-100320,2026-07-21 13:50:27.387296+00:00,76.6,17,55,308,24,0,0,mobile,debit_card,AU-SYD,6.89,0,0,7,80.09,travel,0
TXN-100321,2026-07-21 14:48:14.387296+00:00,54.98,12,49,744,29,0,1,desktop,debit_card,US-TX,3.2,0,0,4,43.37,grocery,0
TXN-100322,2026-07-21 21:46:35.387296+00:00,27.38,17,42,141,22,0,2,mobile,paypal,SG-SIN,6.21,0,0,10,48.44,grocery,0
TXN-100323,2026-07-22 06:45:14.387296+00:00,36.86,19,62,153,53,0,2,mobile,credit_card,FR-PAR,1.43,0,1,13,67.8,luxury,0
TXN-100324,2026-07-22 07:12:35.387296+00:00,109.7,17,73,116,51,3,0,tablet,credit_card,IN-DEL,1.89,0,0,9,143.8,luxury,0
TXN-100325,2026-07-22 09:19:04.387296+00:00,266.35,15,67,39,2,0,0,mobile,credit_card,SG-SIN,3.22,2,0,2,67.57,electronics,0
TXN-100326,2026-07-22 14:58:44.387296+00:00,17.15,22,40,65,19,0,1,mobile,credit_card,SG-SIN,1.31,0,0,1,33.85,electronics,0
TXN-100327,2026-07-22 15:38:57.387296+00:00,14.65,11,63,344,42,0,2,mobile,debit_card,GB-LON,1.92,0,0,3,39.75,grocery,0
TXN-100328,2026-07-22 19:03:03.387296+00:00,50.19,20,39,206,51,0,1,mobile,wallet,AU-SYD,2.38,0,0,11,40.54,subscriptions,0
TXN-100329,2026-07-22 19:53:30.387296+00:00,97.15,9,33,671,24,0,1,mobile,debit_card,US-NY,0.85,0,0,4,53.32,digital_goods,0
TXN-100330,2026-07-22 20:20:07.387296+00:00,28.79,7,33,35,98,0,4,desktop,credit_card,GB-LON,4.41,0,0,3,60.38,grocery,0
TXN-100331,2026-07-22 20:31:39.387296+00:00,131.46,5,52,137,44,0,1,mobile,credit_card,FR-PAR,0.99,0,0,4,110.01,grocery,0
TXN-100332,2026-07-23 02:06:18.387296+00:00,82.57,23,64,44,6,0,0,tablet,wallet,DE-BER,1.51,0,0,0,56.3,travel,0
TXN-100333,2026-07-23 02:48:29.387296+00:00,55.21,13,73,224,9,0,0,desktop,wallet,DE-BER,2.36,1,1,0,69.29,luxury,0
TXN-100334,2026-07-23 05:54:06.387296+00:00,230.25,16,56,215,34,0,1,desktop,paypal,US-TX,8.87,1,0,0,162.54,digital_goods,0
TXN-100335,2026-07-23 09:06:06.387296+00:00,135.81,12,75,201,70,0,0,mobile,credit_card,US-TX,1.66,0,0,0,108.16,digital_goods,0
TXN-100336,2026-07-23 17:03:18.387296+00:00,107.88,11,41,232,49,0,3,mobile,debit_card,GB-LON,1.1,0,0,1,111.84,electronics,0
TXN-100337,2026-07-23 19:05:00.387296+00:00,79.38,11,38,231,12,0,0,mobile,wallet,BR-SAO,3.47,0,0,0,83.92,electronics,0
TXN-100338,2026-07-24 01:10:25.387296+00:00,49.56,10,44,866,45,0,0,desktop,credit_card,US-NY,3.19,0,1,28,39.33,grocery,0
TXN-100339,2026-07-24 11:40:07.387296+00:00,35.45,15,32,657,20,1,1,tablet,credit_card,US-NY,2.53,4,0,5,44.67,fashion,0
TXN-100340,2026-07-24 13:15:13.387296+00:00,422.1,7,48,511,13,0,1,tablet,bank_transfer,GB-LON,3.29,0,0,4,180.55,luxury,0
TXN-100341,2026-07-24 19:41:46.387296+00:00,53.72,5,18,741,31,0,2,mobile,bank_transfer,US-NY,1.61,0,0,7,42.61,luxury,0
TXN-100342,2026-07-24 19:44:36.387296+00:00,114.65,19,77,338,12,1,0,desktop,bank_transfer,US-CA,1.77,0,0,7,115.55,electronics,0
TXN-100343,2026-07-24 22:41:02.387296+00:00,60.1,11,31,333,44,0,0,desktop,credit_card,FR-PAR,4.26,0,1,7,58.39,electronics,0
TXN-100344,2026-07-24 23:48:52.387296+00:00,50.08,12,46,115,10,0,1,mobile,debit_card,BR-SAO,3.55,0,0,6,66.84,electronics,0
TXN-100345,2026-07-25 00:52:16.387296+00:00,37.61,21,29,151,16,0,1,desktop,credit_card,US-TX,2.76,0,0,4,34.68,travel,0
TXN-100346,2026-07-25 02:57:53.387296+00:00,67.62,6,56,107,2,0,1,desktop,credit_card,IN-DEL,4.41,0,0,3,113.88,electronics,0
TXN-100347,2026-07-25 03:06:19.387296+00:00,75.33,9,26,1436,27,0,1,desktop,credit_card,US-NY,8.28,0,0,2,67.7,travel,0
TXN-100348,2026-07-25 09:22:12.387296+00:00,267.79,19,55,532,24,0,2,desktop,paypal,SG-SIN,2.82,1,0,18,142.07,subscriptions,0
TXN-100349,2026-07-25 13:11:33.387296+00:00,63.57,15,70,667,3,0,1,desktop,credit_card,AU-SYD,1.08,0,0,11,31.98,subscriptions,1
